Title,Call_No,Authors,Row
"e-tailing Vol.II / Mantravadi, M Pramod,",658.4012 MAN;7,Mantravadi  M Pramod ,16
Strategic compensation: a human resource management approach / Joseph J. Martocchio,658.4012 MAR;1 R,Martocchio Joseph J ,16
"Strategy safari : the complete guide through the wilds of strategic management / Henry, Ahlstrand, Bruce, Lampel, Joseph Mintzberg,",658.4012 MIN;1 R,Mintzberg  Henry  Ahlstrand  Bruce  Lampel  Joseph,16
"Case studies on oil industry / R ed. Muthukumar,",658.4012 MUT;1 R,Muthukumar  R ed ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;1 R,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;2 R1,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;3,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;4,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;5,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;6,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;7,Nag  A ,16
"Strategic management: analysis, implementation, control",658.4012 NAG;8,Nag  A ,16
"Business model generation: a hand book for visionaries, game changers and challengers",658.4012 OST;1 R,Osterwalder  Alexander  Pigneur  Yves ,16
"Business model generation: a hand book for visionaries, game changers and challengers",658.4012 OST;10,Osterwalder  Alexander  Pigneur  Yves ,16
"Business model generation: a hand book for visionaries, game changers and challengers",658.4012 OST;2 R1,Osterwalder  Alexander  Pigneur  Yves ,16
