Title,Call_No,Authors,Row
"Text book of project management / P, Ramamoorthy, V E Gopalakrishnan,",658.5 GOP;1 R,Gopalakrishnan  P  Ramamoorthy  V E,16
"Text book of project management / P, Ramamoorthy, V E Gopalakrishnan,",658.5 GOP;2 R1,Gopalakrishnan  P  Ramamoorthy  V E,16
High output management / Andrew S. Grove,658.5 GRO; R,Grove Andrew S ,16
High output management / Andrew S. Grove,658.5 GRO; R,Grove Andrew S ,16
"Operations management / Jay. Render, Barry Heizer,",658.5 HEI;1 R,Heizer  Jay  Render  Barry,16
Operations management,658.5 HIL;1 R,Hill  Terry ,16
Operations management,658.5 HIL;2 R1,Hill  Terry ,16
Operations management,658.5 HIL;3,Hill  Terry ,16
Operations management,658.5 HIL;4,Hill  Terry ,16
Operations management,658.5 HIL;5,Hill  Terry ,16
Financial Strategy : conceptual issues,658.5 ICF ;2 R1,ICFAI,16
Financial Strategy : conceptual issues,658.5 ICF;1 R,ICFAI,16
"Logistics Management :An introduction / Jayasimha, K R,",658.5 JAY;1 R,Jayasimha  K R ,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;1 R,Kachru  Upendra,16
Production and operations management: text and cases,658.5 KAC;10,Kachru  Upendra ,16
Production and operations management: text and cases,658.5 KAC;11,Kachru  Upendra ,16
Production and operations management: text and cases,658.5 KAC;12,Kachru  Upendra ,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;2 R1,Kachru  Upendra,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;3,Kachru  Upendra,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;4,Kachru  Upendra,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;5,Kachru  Upendra,16
"Production and operations management : text and cases / Upendra Kachru,",658.5 KAC;6,Kachru  Upendra,16
Production and operations management: text and cases,658.5 KAC;7,Kachru  Upendra ,16
Production and operations management: text and cases,658.5 KAC;8,Kachru  Upendra ,16
Production and operations management: text and cases,658.5 KAC;9,Kachru  Upendra ,16
"Building customer loyalty : perspectives and applications / Kambhammettu,Shyam Sunder,",658.5 KAM;1 R,Kambhammettu Shyam Sunder ,16
Industrial engineering and management: with an appendix introducing ISO 9000 quality systems,658.5 KHA;1 R,Khanna  O P  Sarup  A ,16
"Management of technology:practical perspectives / Khadpekar, Rao, Nirmala,",658.5 KHA;1 R1,Khadpekar  Rao  Nirmala ,16
Industrial engineering and management: with an appendix introducing ISO 9000 quality systems,658.5 KHA;2 R1,Khanna  O P  Sarup  A ,16
Industrial engineering and management: with an appendix introducing ISO 9000 quality systems,658.5 KHA;3,Khanna  O P  Sarup  A ,16
Operations management : theory and practice / mahadevan b,658.5 KRA;1,Mahadevan b,16
Operations management Processes and value chains,658.5 KRA;1 R,Krajewski  Lee J  Ritzman  larry P ,16
Operations management Processes and value chains,658.5 KRA;2,Krajewski  Lee J  Ritzman  larry P ,16
Cases in operations management,658.5 KRI;1 R,Krishnaswamy  K N  Mathirajan  M ,16
Operations management: theory and practice,658.5 MAH;10,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;11,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;12,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;13,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;14,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;15,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;16,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;17,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;18,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;19,Mahadevan  B ,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;2 R1,B Mahadevan,16
Operations management: theory and practice,658.5 MAH;20,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;21,Mahadevan  B ,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;3,B Mahadevan,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;4,B Mahadevan,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;5,B Mahadevan,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;6,B Mahadevan,16
Operations management: theory and practice / B Mahadevan,658.5 MAH;7,B Mahadevan,16
Operations management: theory and practice,658.5 MAH;8 R,Mahadevan  B ,16
Operations management: theory and practice,658.5 MAH;9 R1,Mahadevan  B ,16
Production and operations management,658.5 MAR;1 R,Martinich  Joseph S,16
Production and operations management,658.5 MAR;2,Martinich  Joseph S,16
Implementing ISO 9001-2000,658.5 MAT R,Mathur Pradeep K,16
Implementing ISO 9001-2000,658.5 MAT R1,Mathur Pradeep K,16
Operations management for MBAs,658.5 MER;1 R,Meredith  Jack R  Shafer  Scott M ,16
Operations management for MBAs,658.5 MER;2 R1,Meredith  Jack R  Shafer  Scott M ,16
"Collaborative planning, forecasting and replenishment : an introduction / Sashikala ed. Mita Devi ed. Parimi,",658.5 PAR;1 R,Parimi  Sashikala ed  Mita Devi ed ,16
Financial Strategy,658.5 R,,16
Financial Strategy,658.5 R1,,16
"Logistics Management :concepts and cases / Rao,Pramod,Gohokar,Kalani,",658.5 RAO;1 R,Rao Pramod Gohokar Kalani ,16
"Whistleblowing :an introduction / Rao,C V Krishna,",658.5 RAO;1 R,Rao C V Krishna ,16
Operations management,658.5 RUS;1 R,Russell  Roberta S  Taylor   Bernard W ,16
Operations management,658.5 RUS;10,Russell  Roberta S  Taylor  Bernard W ,16
Operations management,658.5 RUS;11,Russell  Roberta S  Taylor  Bernard W ,16
Operations management,658.5 RUS;2,Russell  Roberta S  Taylor   Bernard W ,16
Operations management,658.5 RUS;3 R,Russell  Roberta S ,16
Operations management,658.5 RUS;4,Russell  Roberta S ,16
Operations management,658.5 RUS;5,Russell  Roberta S ,16
Operations management,658.5 RUS;6,Russell  Roberta S ,16
Operations management,658.5 RUS;7,Russell  Roberta S ,16
Operations management,658.5 RUS;8,Russell  Roberta S ,16
Operations management,658.5 RUS;9,Russell  Roberta S  Taylor  Bernard W ,16
"Operations now:supply chain profitability and performance / Finch, Byron J",658.5 SCH;1 R,Finch  Byron J,16
"Operations now:supply chain profitability and performance / Finch, Byron J",658.5 SCH;2 R1,Finch  Byron J,16
"Operations now:supply chain profitability and performance / Finch, Byron J",658.5 SCH;3,Finch  Byron J,16
"Managing Retailing / Sinha ,Piyush Kumar. Uniyal, Dwarika Prasad",658.5 SIN;1 R,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad,16
Operations management,658.5 SIN;1 R,Singh  Priyanka  Viswakarma  Sandeep ,16
"Managing Retailing / Sinha ,Piyush Kumar. Uniyal, Dwarika Prasad",658.5 SIN;2 R1,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad,16
"Managing Retailing / Sinha ,Piyush Kumar. Uniyal, Dwarika Prasad",658.5 SIN;3,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad,16
"Managing Retailing / Sinha ,Piyush Kumar. Uniyal, Dwarika Prasad",658.5 SIN;4,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad,16
Managing retailing,658.5 SIN;5 R,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad ,16
Managing retailing,658.5 SIN;6 R1,Sinha  Piyush Kumar  Uniyal  Dwarika Prasad ,16
Logistics management: the supply chain imperative,658.5 SOP;1 R,Sople  Vinod V ,16
Production and Operations Management,658.5 STA R,Starr Martin K,16
Production and Operations Management,658.5 STA R,Starr Martin K,16
Operations Management,658.5 STE;1 R,Stevenson  William J,16
Operations Management,658.5 STE;2,Stevenson  William J,16
Formulae and tables,658.501212 ;100,,16
Formulae and tables,658.501212 ;101,,16
Formulae and tables,658.501212 ;47,,16
Formulae and tables,658.501212 ;48,,16
Formulae and tables,658.501212 ;49,,16
Formulae and tables,658.501212 ;50,,16
Formulae and tables,658.501212 ;51,,16
Formulae and tables,658.501212 ;52,,16
Formulae and tables,658.501212 ;53,,16
Formulae and tables,658.501212 ;54,,16
Formulae and tables,658.501212 ;55,,16
Formulae and tables,658.501212 ;56,,16
Formulae and tables,658.501212 ;57,,16
Formulae and tables,658.501212 ;58,,16
Formulae and tables,658.501212 ;59,,16
Formulae and tables,658.501212 ;60,,16
Formulae and tables,658.501212 ;61,,16
Formulae and tables,658.501212 ;62,,16
Formulae and tables,658.501212 ;63,,16
Formulae and tables,658.501212 ;64,,16
Formulae and tables,658.501212 ;65,,16
Formulae and tables,658.501212 ;66,,16
Formulae and tables,658.501212 ;67,,16
Formulae and tables,658.501212 ;68,,16
Formulae and tables,658.501212 ;69,,16
Formulae and tables,658.501212 ;70,,16
Formulae and tables,658.501212 ;71,,16
Formulae and tables,658.501212 ;72,,16
Formulae and tables,658.501212 ;73,,16
Formulae and tables,658.501212 ;74,,16
Formulae and tables,658.501212 ;75,,16
Formulae and tables,658.501212 ;76,,16
Formulae and tables,658.501212 ;77,,16
Formulae and tables,658.501212 ;78,,16
Formulae and tables,658.501212 ;79,,16
Formulae and tables,658.501212 ;80,,16
Formulae and tables,658.501212 ;81,,16
Formulae and tables,658.501212 ;82,,16
Formulae and tables,658.501212 ;83,,16
Formulae and tables,658.501212 ;84,,16
Formulae and tables,658.501212 ;85,,16
Formulae and tables,658.501212 ;86,,16
Formulae and tables,658.501212 ;87,,16
Formulae and tables,658.501212 ;88,,16
Formulae and tables,658.501212 ;89,,16
Formulae and tables,658.501212 ;90,,16
Formulae and tables,658.501212 ;91,,16
Formulae and tables,658.501212 ;92,,16
Formulae and tables,658.501212 ;93,,16
Formulae and tables,658.501212 ;94,,16
Formulae and tables,658.501212 ;95,,16
Formulae and tables,658.501212 ;96,,16
Formulae and tables,658.501212 ;97,,16
Formulae and tables,658.501212 ;98,,16
Formulae and tables,658.501212 ;99,,16
Formulae and tables,658.501212;1 R,,16
Formulae and tables,658.501212;10,,16
Formulae and tables,658.501212;11,,16
Formulae and tables,658.501212;12,,16
Formulae and tables,658.501212;13,,16
Formulae and tables,658.501212;14,,16
Formulae and tables,658.501212;15,,16
Formulae and tables,658.501212;16,,16
Formulae and tables,658.501212;17,,16
Formulae and tables,658.501212;18,,16
Formulae and tables,658.501212;19,,16
Formulae and tables,658.501212;2 R1,,16
Formulae and tables,658.501212;20,,16
Formulae and tables,658.501212;21,,16
Formulae and tables,658.501212;22,,16
Formulae and tables,658.501212;23,,16
Formulae and tables,658.501212;24,,16
Formulae and tables,658.501212;25,,16
Formulae and tables,658.501212;26,,16
Formulae and tables,658.501212;27,,16
Formulae and tables,658.501212;28,,16
Formulae and tables,658.501212;29,,16
Formulae and tables,658.501212;3,,16
Formulae and tables,658.501212;30,,16
Formulae and tables,658.501212;31,,16
Formulae and tables,658.501212;32,,16
Formulae and tables,658.501212;33,,16
Formulae and tables,658.501212;34,,16
Formulae and tables,658.501212;35,,16
Formulae and tables,658.501212;36,,16
Formulae and tables,658.501212;37,,16
Formulae and tables,658.501212;38,,16
Formulae and tables,658.501212;39,,16
Formulae and tables,658.501212;4,,16
Formulae and tables,658.501212;40,,16
Formulae and tables,658.501212;41,,16
Formulae and tables,658.501212;42,,16
Formulae and tables,658.501212;43,,16
Formulae and tables,658.501212;44,,16
Formulae and tables,658.501212;45,,16
Formulae and tables,658.501212;46,,16
Formulae and tables,658.501212;5 R2,,16
Formulae and tables,658.501212;6 R3,,16
Formulae and tables,658.501212;7,,16
Formulae and tables,658.501212;8,,16
Formulae and tables,658.501212;9,,16
The essential persona lifecycle: your guide to building and using personas,658.503 ADL;1 R,Adlin  Tamara  Pruitt  John ,16
The essential persona lifecycle: your guide to building and using personas,658.503 ADL;2 R1,Adlin  Tamara  Pruitt  John ,16
The silicon valley way: discover the secret of america's fastest growing companies / Elton B.Sherwin.,658.5036 ELT;1 R,Sherwin Elton B ,16
Open innovation: the new imperative for creating and profiting from technology / Henry W. Chesbrough,658.514 CHE;1 R,Chesbrough Henry W,16
SMASH innovation:smashing the hand mind market barrier / Gopichand Katragadda,658.514 KAT R,Katragadda Gopichand,16
"Disruptive technologies : concepts and applications / A. Anand, C. Srikant,",658.514 SRI;1 R,Srikant  A  Anand  C ,16
"Work systems : the methods, measurement and management of work",658.542 GRO;1 R,Groover  Mikell P ,16
"Work systems : the methods, measurement and management of work",658.542 GRO;2 R1,Groover  Mikell P ,16
"Work systems : the methods, measurement and management of work",658.542 GRO;3,Groover  Mikell P ,16
TQM movement : what total quality management is really all about,658.562 DRU;1 R,Drummond  Helga,16
TQM movement : what total quality management is really all about,658.562 DRU;2 R1,Drummond  Helga,16
TQM movement : what total quality management is really all about,658.562 DRU;3,Drummond  Helga,16
Juran's quality handbook: the complete guide to performance excellence,658.562 JUR;1 R,Juran  Joseph M  De Feo  Joseph A ,16
"Reliability and quality management / R C Mishra. Ankit, Sandilya",658.562 MIS;1 R,Mishra  R C  Sandilya  Ankit,16
"Balanced scorecards:multi sector perspectives / Sumati,Reddy.Venkata,nimeesha,Posa,",658.562 POS;1 R1,Reddy Sumati Posa  Venkata Nimeesha ed ,16
"Higher education in Indian : quality perspectives / V S. Prasad,",658.562 PRA;1 R,Prasad  V S ,16
"Higher education in Indian : quality perspectives / V S. Prasad,",658.562 PRA;2 R1,Prasad  V S ,16
Quality Management / Kanishka Bedi,658.568 BED;1 R,Bedi  Kanishka,16
Quality Management / Kanishka Bedi,658.568 BED;2,Bedi  Kanishka,16
Quality Management / Kanishka Bedi,658.568 BED;3 R1,Bedi  Kanishka,16
Quality Management / Kanishka Bedi,658.568 BED;4,Bedi  Kanishka,16
Quality Management / Kanishka Bedi,658.568 BED;5,Bedi  Kanishka,16
Total Quality Management,658.568 BES;1 R,Besterfield  Dale H  Carol  Glen H  Mary ,16
Total quality management,658.568 BES;10,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;11,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;12 R,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;12 R1,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;13,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total Quality Management,658.568 BES;2,Besterfield  Dale H  Carol  Glen H  Mary ,16
"Total quality management / Dale H, Besterfield - Michna, Carol, Besterfield,",658.568 BES;3 R1,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H,16
"Total quality management / Dale H, Besterfield - Michna, Carol, Besterfield,",658.568 BES;4,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H,16
"Total quality management / Dale H, Besterfield - Michna, Carol, Besterfield,",658.568 BES;5,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H,16
"Total quality management / Dale H, Besterfield - Michna, Carol, Besterfield,",658.568 BES;6,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H,16
Total quality management,658.568 BES;7 R,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;8 R1,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total quality management,658.568 BES;9,Besterfield  Dale H  Besterfield - Michna  Carol  Besterfield  Glen H [et al],16
Total Quality Management : text and cases,658.568 BHA;1 R,Bhat  Shridhara K,16
Total Quality Management : text and cases,658.568 BHA;2,Bhat  Shridhara K,16
Total Quality Management : text and cases,658.568 BHA;3,Bhat  Shridhara K,16
Total Quality Management : text and cases,658.568 BHA;4,Bhat  Shridhara K,16
Total Quality Management : text and cases,658.568 BHA;5,Bhat  Shridhara K,16
"Total quality management : text and cases / Bhat, K Shridhara",658.568 BHA;5 R1,Bhat  Shridhara K,16
"Total quality management : text and cases / Bhat, K Shridhara",658.568 BHA;6,Bhat  Shridhara K ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;1 R,Charantimath  Poornima M ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;2,Charantimath  Poornima M ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;3 R,Charantimath  Poornima M ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;4,Charantimath  Poornima M ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;5,Charantimath  Poornima M ,16
"2nd ed.Total Quality Management / Charantimath, Poornima M.",658.568 CHA;6,Charantimath  Poornima M ,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;1 R,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;2,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;3,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;4,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;5,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;6 R,Evans  James R,16
"Total Quality Management : Organization and Strategy / James R Evans,",658.568 EVA;7,Evans  James R,16
"Statistical methods / Gupta, S P.",658.568 GUP;3,Gupta  S P ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;1 R,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;2,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;3,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;4,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;5,Janakiraman  B  Gopal  R K ,16
"Total Quality Management: Text and cases / Janakiraman, B. Gopal, R K.",658.568 JAN;6 R,Janakiraman  B  Gopal  R K ,16
Total Quality Management: text and cases,658.568 JAN;7,Janakiraman  B  Gopal  R K ,16
"Handbook of total quality management / R R, Mohanty, R P Lakhe,",658.568 LAK;4 R1,Lakhe  R R  Mohanty  R P,16
"Handbook of total quality management / R R, Mohanty, R P Lakhe,",658.568 LAK;5,Lakhe  R R  Mohanty  R P,16
"Handbook of total quality management / R R, Mohanty, R P Lakhe,",658.568 LAK;6,Lakhe  R R  Mohanty  R P,16
Handbook of Total Quality Management,658.568 MOH;1 R,Mohanty  R P,16
Handbook of Total Quality Management,658.568 MOH;2,Mohanty  R P,16
Handbook of Total Quality Management,658.568 MOH;3,Mohanty  R P,16
Total quality management: text and cases,658.568 NAG;1 R,Nagalingappa  G  V S  Manjunath ,16
Total quality management: text and cases,658.568 NAG;2 R1,Nagalingappa  G  V S  Manjunath ,16
Total quality management: text and cases,658.568 NAG;3,Nagalingappa  G  V S  Manjunath ,16
Total quality management: text and cases,658.568 NAG;4,Nagalingappa  G  V S  Manjunath ,16
Total quality management: text and cases,658.568 NAG;5,Nagalingappa  G  V S  Manjunath ,16
Total quality management: text and cases,658.568 NAG;6,Nagalingappa  G  V S  Manjunath ,16
Total quality management: an integrated approach,658.568 NIG;1 R,Nigam  Shailendra ,16
"Total quality management : Contemporary perspectives and cases / Rajmanohar,T P.",658.568 RAJ;1 R,Rajmanohar T P ,16
Total quality management,658.568 RAM;1 R,Ram  Raja S  Kumar  Sivakumar  M ,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO R,Rao V S P and Krishna Hari V,16
Management Text and Cases,658.568 RAO;10,Rao  V S P  Hari Krishna  V ,16
Management: text and cases,658.568 RAO;11 R,Rao  V S P ,16
Management: text and cases,658.568 RAO;12 R1,Rao  V S P ,16
Management: text and cases,658.568 RAO;13,Rao  V S P ,16
Management: text and cases,658.568 RAO;14,Rao  V S P ,16
Management: text and cases,658.568 RAO;15,Rao  V S P ,16
Management: text and cases,658.568 RAO;16,Rao  V S P ,16
Management: text and cases,658.568 RAO;17,Rao  V S P ,16
Management: text and cases,658.568 RAO;18,Rao  V S P ,16
Management: text and cases,658.568 RAO;19,Rao  V S P ,16
Management: text and cases,658.568 RAO;20,Rao  V S P ,16
Management: text and cases,658.568 RAO;21,Rao  V S P ,16
Management: text and cases,658.568 RAO;22,Rao  V S P ,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;3 R1,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;4,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;5,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;6,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;7,Rao V S P and Krishna Hari V,16
"Management Text and Cases/ V S P Rao. V Hari Krishna,",658.568 RAO;8,Rao V S P and Krishna Hari V,16
Management Text and Cases,658.568 RAO;9,Rao  V S P  Hari Krishna  V ,16
"Service quality :an introduction / Sarathy, V partha,",658.568 SAR;1 R,Sarathy  V partha ,16
"Quality management : creating and sustaining organizational effectiveness / Donna C S Summers,",658.568 SUM;1 R,Summers  Donna C S,16
"Quality management : creating and sustaining organizational effectiveness / Donna C S Summers,",658.568 SUM;2 R1,Summers  Donna C S,16
"Business-driven research & development:managing knowledge to create wealth / Ashok,Ganguly",658.57 GAN;1 R,Ganguly Ashok,16
The strategic integration of corporate research and development / William H.Gruber,658.57 GRU;1 R,Gruber William H,16
New product development: a guide for your journey to best-practice processes,658.575 BRO;1 R,Brown  Marisa  Leavitt  Paige  Wright  Steve ,16
Managing new products: competing through excellence / Thomas D. Kuczmarski.,658.575 KUC;1 R,Kuczmarski Thomas D ,16
Product and brand management,658.575 PAN;1 R,Panda  Tapan K ,16
Product and brand management,658.575 PAN;2,Panda  Tapan K ,16
"New product Development:concepts and cases/ Suresh, K,",658.575 SUR;1 R,Suresh  K ,16
"New product Development:concepts and cases/ Suresh, K,",658.575 SUR;2 R1,Suresh  K ,16
Product design for manufacture and assembly,658.5752 BOO;1 R,Boothroyd  Geoffrey  Dewhurst  Peter  Knight  Winston ,16
Product design for manufacture and assembly,658.5752 BOO;2 R1,Boothroyd  Geoffrey  Dewhurst  Peter  Knight  Winston ,16
Sketching user experiences: getting the design right and the right design,658.5752 BUX;1 R,Buxton  Bill ,16
Sketching user experiences: getting the design right and the right design,658.5752 BUX;2 R1,Buxton  Bill ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;1 R,Mathur  U C ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;2 R1,Mathur  U C ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;3,Mathur  U C ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;4,Mathur  U C ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;5,Mathur  U C ,16
"Brand management :Text & cases / U C. Mathur,",658.5752 MAT;6,Mathur  U C ,16
Brand management: text and cases,658.5752 MAT;7,Mathur  U C ,16
Brand management: text and cases,658.5752 MAT;8,Mathur  U C ,16
Text book of logistics and supply chain management,658.7 AGR;1 R,Agrawal  D K ,16
Text book of logistics and supply chain management,658.7 AGR;2,Agrawal  D K ,16
"Business logistics, supply chain management : planning, organizing and controlling the supply chain / Ronald H Ballou, Samir K Srivastava,",658.7 BAL;1 R,Ballou  Ronald  H  Srivastava  Samir K ,16
"Business logistics, supply chain management : planning, organizing and controlling the supply chain / Ronald H Ballou, Samir K Srivastava,",658.7 BAL;2,Ballou  Ronald  H  Srivastava  Samir K ,16
"Business logistics, supply chain management : planning, organizing and controlling the supply chain / Ronald H Ballou, Samir K Srivastava,",658.7 BAL;3 R,Ballou  Ronald  H  Srivastava  Samir K ,16
"Business logistics, supply chain management : planning, organizing and controlling the supply chain / Ronald H Ballou, Samir K Srivastava,",658.7 BAL;4,Ballou  Ronald  H  Srivastava  Samir K ,16
Supply chain logistics management,658.7 BOW;1 R,Bowersox  Donald J  Closs  David J  Cooper  Bixby M ,16
Supply chain logistics management,658.7 BOW;2 R1,Bowersox  Donald J  Closs  David J  Cooper  Bixby M ,16
Supply chain logistics management,658.7 BOW;3 R,Bowersox  Donald J  Closs  David J  Cooper  Bixby M ,16
Supply chain logistics management,658.7 BOW;4 R1,Bowersox  Donald J  Closs  David J  Cooper  Bixby M ,16
Logistics and supply chain management: strategies for reducing cost and improving service,658.7 CHR;1 R,Christopher  Martin,16
Logistics and Supply Chain Management,658.7 CHR;2,Christopher  Martin,16
Logistics and supply chain management: strategies for reducing cost and improving service,658.7 CHR;2 R1,Christopher  Martin,16
Logistics and supply chain management: strategies for reducing cost and improving service,658.7 CHR;3,Christopher  Martin ,16
The Management of Business Logistics,658.7 COY;1 R,Coyle  John J  Bardi  Edward J  Langley ,16
The Management of Business Logistics,658.7 COY;2,Coyle  John J  Bardi  Edward J  Langley ,16
The Management of Business Logistics,658.7 COY;3,Coyle  John J  Bardi  Edward J  Langley ,16
"Management of business logistics : a supply chain perspective / John J; Bardi, Edward J; Langley, C John Coyle,",658.7 COY;4 R,Coyle  John J; Bardi  Edward J; Langley  C John,16
"Management of business logistics : a supply chain perspective / John J; Bardi, Edward J; Langley, C John Coyle,",658.7 COY;5,Coyle  John J; Bardi  Edward J; Langley  C John,16
A logistics approach to supply chain management,658.7 COY1;1 R,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;2 R1,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;3,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;4,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;5,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;6,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;7,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
A logistics approach to supply chain management,658.7 COY1;8,Coyle  John J  Langley  C John  Gibson  Brian J [et al ],16
Managing supply chains : a logistics approach,658.7 COY2;1 R,Coyle  John J  Langley  C John  Novack  Robert A [et al ],16
Managing supply chains : a logistics approach,658.7 COY2;2,Coyle  John J  Langley  C John  Novack  Robert A [et al ],16
Hand book of materials management,658.7 GOP;1 R,Gopala Krishnan  P ,16
"Purchasing and supply chain management with 50 supply chain cases / Leenders, Michiel R ...(et al)",658.7 LEE;1 R,Leenders  Michiel R    (et al),16
Logistics and supply chain management: cases and concepts,658.7 RAG;1 R,Raghuram  G  Rangaraj  N ,16
The offshore nation the rise of services globalization: strategies for leading companies to succeed in offshore outsourcing,658.72 VAS;1 R,Vashistha  Atul  Vashistha  Avinash ,16
The offshore nation the rise of services globalization: strategies for leading companies to succeed in offshore outsourcing,658.72 VAS;2 R1,Vashistha  Atul  Vashistha  Avinash ,16
"Business process outsourcing oh! BPO : structure and chaos,fun and agony / Anandkumar.Subhasish Biswas",658.723 ANA;1 R,Anandkumar  Biswas Subhasish,16
"BPO's :processes and challenges / Bhargava,Harsh. deepak kumar,",658.723 BHA;1 R,Bhargava Harsh  deepak kumar ,16
"BPO's :an emerging paradigm / Harsh,Bhargava.Kumar,Deepak,",658.723 BHA;1 R,Bhargava Harsh  deepak kumar ,16
